cell_height,light_count,lamp_count,light_device,lamp_type,light_power,time,days,marker
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная лампа Т8 G13 18Вт L-600мм,47,4,335,Необходима замена на светодиодный светильник
,2,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная лампа Т8 G13 18Вт L-600мм,47,3,243,Необходима замена на светодиодный светильник
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная лампа Т8 G13 18Вт L-600мм,47,1,365,Необходима замена на светодиодный светильник
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная лампа Т8 G13 18Вт L-600мм,47,3,365,Необходима замена на светодиодный светильник
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная лампа Т8 G13 18 Вт L-600мм,47,4,365,Необходима замена на светодиодный светильник
,4,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная лампа Т8 G13 18 Вт L-600мм,47,12,365,Необходима замена на светодиодный светильник
,2,2," Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная лампа Т8 G13 18 Вт L-600мм,47,16,365,Необходима замена на светодиодный светильник
,1,1,Универсальный потолочный светодиодный светильник,Светодиод,36,16,365,
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная лампа Т8 G13 18 Вт L-600мм,47,8,365,Необходима замена на светодиодный светильник
,4,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная лампа Т8 G13 18 Вт L-600мм,47,12,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Лампа накаливания 40 Вт Е27,60,1,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Лампа накаливания 40 Вт Е27,60,1,365,Необходима замена на светодиодный светильник
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная Т8 G13 L-600мм,47,4,365,Необходима замена на светодиодный светильник
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная Т8 G13 L-600мм,47,4,365,Необходима замена на светодиодный светильник
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная Т8 G13 L-600мм,47,4,365,Необходима замена на светодиодный светильник
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная Т8 G13 L-600мм,47,2,365,Необходима замена на светодиодный светильник
,8,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная Т8 G13 L-600мм,47,4,365,Необходима замена на светодиодный светильник
,2,1,Потолочный светильник Е27,Лампа энергосберегающая 15 Вт Е27,60,4,365,
,1,2,Потолочный светильник Е27,Лампа энергосберегающая 15 Вт Е27,60,4,365,
,2,2,Светильник люминесцентный ЛСП-2х36 ЭПРА IP65,Люминесцентная лампа PHILIPS T8 G13 36 Вт L-1200мм ,90,6,360,Необходима замена на светодиодный светильник
,11,2,Светильник люминесцентный ЛСП-2х36 ЭПРА IP65,Люминесцентная лампа PHILIPS T8 G13 36 Вт L-1200мм ,90,3,360,Необходима замена на светодиодный светильник
,2,2,Светильник люминесцентный ЛСП-2х36 ЭПРА IP65,Люминесцентная лампа PHILIPS T8 G13 36 Вт L-1200мм ,90,1,360,Необходима замена на светодиодный светильник
,2,2,Светильник люминесцентный ЛСП-2х36 ЭПРА IP65,Люминесцентная лампа PHILIPS T8 G13 36 Вт L-1200мм ,90,1,360,Необходима замена на светодиодный светильник
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная Т8 G13 L-600мм,47,4,365,Необходима замена на светодиодный светильник
,5,1,Потолочный светильник Е27,Лампа энергосберегающая 15 Вт Е27,60,4,365,
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная Т8 G13 L-600мм,47,4,365,Необходима замена на светодиодный светильник
,1,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная Т8 G13 L-600мм,47,4,365,Необходима замена на светодиодный светильник
,6,2,"Светильник люминесцентный ЛПО 01-2х18-002, 2х18Вт",Люминисцентная Т8 G13 L-600мм,47,4,365,Необходима замена на светодиодный светильник
,10,1,Прожектор светодиодный 20 Вт,Светодиод,20,24,365,
,2,2,Светильник светодиодный oval 236 led-10 2х18,Светодиодная Т8 G-13 18 ВТ L-1200мм,40,4,365,
,1,2,Светильник светодиодный oval 236 led-10 2х18,Светодиодная Т8 G-13 18 ВТ L-1200мм,40,2,365,
,1,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,1,365,Необходима замена на светодиодный светильник
,1,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,3,92,Необходима замена на светодиодный светильник
,2,4,Светильник светодиодный oval 236 led-10 2х18,Светодиодная Т8 G-13 18 ВТ L-1200мм,40,2,365,
,2,4,Светильник светодиодный oval 236 led-10 2х18,Светодиодная Т8 G-13 18 ВТ L-1200мм,40,8,365,
,2,4,Светильник светодиодный oval 236 led-10 2х18,Светодиодная Т8 G-13 18 ВТ L-1200мм,40,5,365,
,2,4,Светильник светодиодный oval 236 led-10 2х18,Светодиодная Т8 G-13 18 ВТ L-1200мм,40,10,365,
,1,2,Светильник люминесцентный ЛПО01х2х36,Светодиодная Т8 G-13 18 ВТ L-1200мм,36,18,365,Необходима замена на светодиодный светильник
,2,2,Светильник люминесцентный ЛПО01х2х36,Светодиодная Т8 G-13 18 ВТ L-1200мм,36,2,365,Необходима замена на светодиодный светильник
,3,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,72,12,365,Необходима замена на светодиодный светильник
,6,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,72,12,365,Необходима замена на светодиодный светильник
,1,,Светодиодный светильник SBL-LU-40W-5K-Mt 40W,Светодиод,40,1,365,
,2,,Светодиодный светильник SBL-LU-40W-5K-Mt 40W,Светодиод,40,12,365,
,1,,Светодиодный светильник SBL-LU-40W-5K-Mt 40W,Светодиод,40,24,365,
,1,,Светодиодный светильник SBL-LU-40W-5K-Mt 40W,Светодиод,40,8,365,
,1,,Светодиодный светильник SBL-LU-40W-5K-Mt 40W,Светодиод,40,12,365,
,6,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,8,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Светодиодная лампа 10 Вт Е27,60,8,365,
,1,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,20,365,Необходима замена на светодиодный светильник
,1,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,20,365,Необходима замена на светодиодный светильник
,1,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,6,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Светодиодная лампа 10 Вт Е27,60,2,365,
,19,1,Потолочный светильник (точечный) Е27,Лампа светодиодная 8 Вт E27,60,7,248,
,2,4, Светильник люминесцентный Ксенон  4х18 Вт,Люминесцентная Т8 G-13 18 ВТ L-600мм,90,7,248,Необходима замена на светодиодный светильник
,4,4, Светильник люминесцентный Ксенон  4х18 Вт,Люминесцентная Т8 G-13 18 ВТ L-600мм,90,7,248,Необходима замена на светодиодный светильник
,4,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,1,248,Необходима замена на светодиодный светильник
,1,4, Светильник люминесцентный Ксенон  4х18 Вт,Люминесцентная Т8 G-13 18 ВТ L-600мм,90,1,248,Необходима замена на светодиодный светильник
,1,3,Потолчный светильник (люстра) Е27,Лампа накаливания 60 Вт Е27,180,0.33,248,Необходима замена на светодиодный светильник
,3,1,Потолочный светильник (точечный) Е27,Лампа светодиодная 8 Вт E27,60,0.33,248,
,1,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,0,365,Необходима замена на светодиодный светильник
,1,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,0,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Лампа накаливания 60 Вт Е27,60,0,365,Необходима замена на светодиодный светильник
,2,1,Потолочный светильник (точечный) Е27,Лампа светодиодная 10 Вт E27,60,0.33,365,
,1,1,Потолочный светильник (точечный) Е27,Лампа светодиодная 10 Вт E27,60,0.3,365,
,1,1,Потолочный светильник Е27,Лампа накаливания 60 Вт Е27,60,0.25,248,Необходима замена на светодиодный светильник
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,1,365,Необходима замена на светодиодный светильник
,3,1,Потолочный светильник Е27,Лампа накаливания 60 Вт Е27,60,1,365,Необходима замена на светодиодный светильник
,6,,Светодиодная панель (универсальная) 38Вт/220V,Светодиод,38,6,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,6,365,Необходима замена на светодиодный светильник
,1,,Светодиодная панель (универсальная) 38Вт/220V,Светодиод,38,10,365,
,1,,Светодиодная панель (универсальная) 38Вт/220V,Светодиод,38,8,365,
,1,4, Светильник люминесцентный Ксенон  4х18 Вт,Люминесцентная Т8 G-13 18 ВТ L-600мм,90,2,365,Необходима замена на светодиодный светильник
,1,,Светодиодная панель (универсальная) 38Вт/220V,Светодиод,38,1,365,
,1,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,2,365,Необходима замена на светодиодный светильник
,1,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,1,365,Необходима замена на светодиодный светильник
,1,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,0.5,365,Необходима замена на светодиодный светильник
,6,,Светодиодный светильник СПБ Т5 14 Вт 220V,Светодиод,14,2,365,
,5,,Светодиодный светильник СПБ Т5 14 Вт 220V,Светодиод,14,4,365,
,3,,Светодиодный светильник СПБ Т5 14 Вт 220V,Светодиод,14,12,365,
,3,,Светодиодный светильник СПБ Т5 14 Вт 220V,Светодиод,14,8,365,
,1,,Светодиодный светильник СПБ Т5 14 Вт 220V,Светодиод,14,2,365,
,1,,Светодиодный светильник СПБ Т5 14 Вт 220V,Светодиод,14,3,365,
,1,,Светодиодный светильник СПБ Т5 14 Вт 220V,Светодиод,14,24,365,
,1,1,Потолочный светильник Е27,Лампа энергосберегающая 20 Вт Е27,60,1,365,
,1,1,Потолочный светильник Е27,Лампа накаливания 60 Вт Е27,60,1,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Лампа светодиодная 12 Вт Е27,60,12,365,
,3,2,Светодиодный светильник 2х18 G13 L-1200мм,Светодиодная лампа LED-T8-eco 18 Вт G13,36,6,365,
,2,2,Светодиодный светильник 2х18 G13 L-1200мм,Светодиодная лампа LED-T8-eco 18 Вт G13,36,12,365,
,2,2,Светодиодный светильник 2х18 G13 L-1200мм,Светодиодная лампа LED-T8-eco 18 Вт G13,36,8,28,
,2,,Светодиодный прожектор 220V 15 Вт,Светодиод,15,1,365,
,1,2,Светодиодный светильник 2х18 G13 L-1200мм,Светодиодная лампа LED-T8-eco 18 Вт G13,36,2,12,
,2,2,Светодиодный светильник 2х18 G13 L-1200мм,Светодиодная лампа LED-T8-eco 18 Вт G13,36,4,365,
,5,2,Светодиодный светильник 2х18 G13 L-1200мм,Светодиодная лампа LED-T8-eco 18 Вт G13,36,12,365,
,1,,Светодиодный прожектор 220V 15 Вт,Светодиод,15,12,365,
,1,,Светодиодный прожектор 220V 15 Вт,Светодиод,15,8,28,
,1,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,24,365,Необходима замена на светодиодный светильник
,9,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,2,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Лампа накаливания 95 Вт Е27,100,6,365,Необходима замена на светодиодный светильник
,2,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,4,48,Необходима замена на светодиодный светильник
,2,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,2,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Лампа светодиодная 10 Вт Е27,60,1,365,
,1,4,Светильник люминесцентный ЛВО-13 4/18 772/F,Лампа светодиодная 10 Вт Т8 G13 Е27,10,1.5,300,
,2,1,Потолочный светильник Е27,Лампа накаливания 95 Вт Е27,100,1,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Лампа светодиодная 10 Вт Е27,60,1.5,300,
,1,1,Потолочный светильник Е27,Лампа светодиодная 10 Вт Е27,60,2,365,
,1,2,Светильник люминесцентный ЛПО01х2х36,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,2,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Лампа светодиодная 10 Вт Е27,60,1,365,
,1,1,Прожектор,Лампа ДРЛ 250 Вт Е40,250,,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Лампа накаливания 95 Вт Е27,100,6,365,Необходима замена на светодиодный светильник
,2,2,"Люминесцентный светильник Navigator ЛПО 2-36, ЭПРА 17724",Люминесцентная лампа 36 Вт Т8 G13 L-1200мм,90,5,365,
,2,2,"Люминесцентный светильник Navigator ЛПО 2-36, ЭПРА 17724",Люминесцентная лампа 36 Вт Т8 G13 L-1200мм,90,6,365,
,2,2,"Люминесцентный светильник Navigator ЛПО 2-36, ЭПРА 17724",Люминесцентная лампа 36 Вт Т8 G13 L-1200мм,90,2,365,
,1,2,"Люминесцентный светильник Navigator ЛПО 2-36, ЭПРА 17724",Люминесцентная лампа 36 Вт Т8 G13 L-1200мм,90,2,365,
,1,2,"Люминесцентный светильник Navigator ЛПО 2-36, ЭПРА 17724",Люминесцентная лампа 36 Вт Т8 G13 L-1200мм,90,5,365,
,2,2,"Люминесцентный светильник Navigator ЛПО 2-36, ЭПРА 17724",Люминесцентная лампа 36 Вт Т8 G13 L-1200мм,90,8,365,
,2,2,"Люминесцентный светильник Navigator ЛПО 2-36, ЭПРА 17724",Люминесцентная лампа 36 Вт Т8 G13 L-1200мм,90,2,365,
,5,2,"Люминесцентный светильник Navigator ЛПО 2-36, ЭПРА 17724",Люминесцентная лампа 36 Вт Т8 G13 L-1200мм,90,5,365,
,6,2,"Люминесцентный светильник Navigator ЛПО 2-36, ЭПРА 17724",Люминесцентная лампа 36 Вт Т8 G13 L-1200мм,90,5,365,
,8,265,8480, Светильник люминесцентный Ксенон  4х18 Вт, Светильник люминесцентный Ксенон  4х18 Вт,68,32840,482.94117647058823
,8,265,8480, Светильник люминесцентный Ксенон  4х18 Вт, Светильник люминесцентный Ксенон  2х36 Вт,51,71230,1396.6666666666667
,4,20,480, Светильник люминесцентный Ксенон  4х18 Вт,Потолочный светильник Е27,49,87877,1793.408163265306
,4,20,560, Светильник люминесцентный Ксенон  4х18 Вт, Светильник люминесцентный Ксенон  2х18 Вт,25,42345,1693.8
,8,265,4240, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,4,265,4240, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,265,6360, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,265,2120, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,8,,0,Потолочный светильник Е27,,,,
,8,,0, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,8,,0,Потолочный светильник Е27,,,,
,8,,0, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,8,,0,Потолочный светильник Е27,,,,
,8,,0, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,,0,Потолочный светильник Е27,,,,
,8,,0, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,,0,Потолочный светильник Е27,,,,
,8,,0, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,8,,0, Светильник люминесцентный Ксенон  4х18 Вт,,,,
,8,365,11680, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,8,265,4240,Потолочный светильник Е27,,,,
,8,365,5840, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,8,365,8760,Потолочный светильник Е27,,,,
,8,365,11680, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,8,265,4240, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,8,265,4240, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,8,265,2120, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,8,365,11680,Потолочный светильник Е27,,,,
,8,365,2920, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,8,365,2920,Потолочный светильник Е27,,,,
,8,365,2920, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,8,265,2120,Потолочный светильник Е27,,,,
,8,265,16960,Потолочный светильник Е27,,,,
,8,265,2120, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,8,265,2120, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,8,265,2120, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,4,265,2120, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,2,265,530, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,2,265,530, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,1,265,265, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,1,12,12,Потолочный светильник Е27,,,,
,1,20,20, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,1,20,20, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,8,365,20440, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,6,365,8760, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,2,365,730, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,4,365,7300,Потолочный светильник Е27,,,,
,4,365,1460, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,4,365,4380,Потолочный светильник Е27,,,,
,1,265,265, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,1,20,20,Потолочный светильник Е27,,,,
,2,20,40, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,2,20,40, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,1,265,265, Светильник люминесцентный Ксенон  2х18 Вт,,,,
,1,265,530, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,1,20,40, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,1,20,20,Потолочный светильник Е27,,,,
,1,20,40, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,1,265,265,Потолочный светильник Е27,,,,
,4,365,23360, Светильник люминесцентный Ксенон  2х36 Вт,,,,
,2,,Светодиодная панель LE ECO 01 LED 36 Вт,Cветодиод,36,14,365,
,2,2,Светильник ЛВО-25 2х18 Вт G13,Люминесцентная Т8 G-13 18 ВТ L-600мм,47,14,365,Необходима замена на светодиодный светильник
,1,,Светодиодная панель LE ECO 01 LED 36 Вт,Cветодиод,36,4,365,
,1,,Светодиодная панель LE ECO 01 LED 36 Вт,Cветодиод,36,2,365,
,1,,Светодиодная панель LE ECO 01 LED 36 Вт,Cветодиод,36,4,365,
,1,,Светодиодная панель LE ECO 01 LED 36 Вт,Cветодиод,36,3,365,
,6,2,Светильник ЛВО-25 2х18 Вт G13,Люминесцентная Т8 G-13 18 ВТ L-600мм,47,8,365,Необходима замена на светодиодный светильник
,2,2,Светодиодный светильник Crystal 236 LED-10 36 Вт L-1200мм,Светодиодная Т8 G-13 18 ВТ L-1200мм,36,14,365,
,1,2,Светодиодный светильник Crystal 236 LED-10 36 Вт L-1200мм,Светодиодная Т8 G-13 18 ВТ L-1200мм,36,14,365,
,9,2,Светодиодный светильник Crystal 236 LED-10 36 Вт L-1200мм,Светодиодная Т8 G-13 18 ВТ L-1200мм,36,8,365,
,1,2,Светодиодный светильник Crystal 236 LED-10 36 Вт L-1200мм,Светодиодная Т8 G-13 18 ВТ L-1200мм,36,3,365,
,2,2,Светодиодный светильник Crystal 236 LED-10 36 Вт L-1200мм,Светодиодная Т8 G-13 18 ВТ L-1200мм,36,4,365,
,1,2,Светодиодный светильник Crystal 236 LED-10 36 Вт L-1200мм,Светодиодная Т8 G-13 18 ВТ L-1200мм,36,2,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,12,365,
,1,2, Светильник люминесцентный Ксенон  2х18 Вт,Люминесцентная Т8 G-13 18 ВТ L-600мм,47,1,365,Необходима замена на светодиодный светильник
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,2,365,
,4,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,10,365,Необходима замена на светодиодный светильник
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,8,265,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,1,265,
,1,2, Светильник люминесцентный Ксенон  2х18 Вт,Светодиодная Т8 G-13 10 ВТ L-600мм,47,1,365,
,2,2, Светильник люминесцентный Ксенон  2х18 Вт,Люминесцентная Т8 G-13 18 ВТ L-600мм,47,2,365,Необходима замена на светодиодный светильник
,1,2, Светильник люминесцентный Ксенон  2х18 Вт,Люминесцентная Т8 G-13 18 ВТ L-600мм,47,-,-,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Светодиодная лампа LED 10 Вт Е27,10,-,-,
,1,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,1,365,
,1,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,2,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,4,365,
,3,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,4,365,
,1,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,4,365,
,12,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,4,365,
,3,1,Потолочный светильник Е27,Светодиодная лампа LED 10 Вт Е27,60,6,265,
,1,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,1,265,
,2,,Прожектор светодиодный 10 Вт ,Светодиод,10,1,265,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,12,365,
,4,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,1,365,Необходима замена на светодиодный светильник
,4,1,Светильник встраиваемый точечный MR16,Лампа светодиодная LED 8вт 230в GU5.3,50,1,365,
,2,1,Светильник встраиваемый точечный MR16,Лампа светодиодная LED 8вт 230в GU5.3,50,1,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,8,365,Необходима замена на светодиодный светильник
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,2,20,Необходима замена на светодиодный светильник
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,1,20,Необходима замена на светодиодный светильник
,4,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,10,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,8,300,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,8,300,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,4,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,4,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,4,365,
,1,1,Потолочный светильник Е27,Лампа накаливания 60 Вт Е27,60,3,365,Необходима замена на светодиодный светильник
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,4,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,3,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,4,365,
,4,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,8,365,
,1,1,Потолочный светильник Е27,Лампа накаливания 60 Вт Е27,60,2,365,Необходима замена на светодиодный светильник
,4,1,Светильник встраиваемый точечный MR16,Лампа светодиодная LED 8вт 230в GU5.3,50,2,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,8,365,
,12,1,Прожектор светодиодный 50 Вт ,Светодиод,50,8,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,90,8,365,
,2,2,Светильник люминесцентный ЛПО-01-2х36-012 ЭПРА,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,5,365,Необходима замена на светодиодный светильник
,1,2,Светильник люминесцентный ЛПО-01-2х36-012 ЭПРА,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,4,365,Необходима замена на светодиодный светильник
,2,2,Светильник люминесцентный ЛПО-01-2х36-012 ЭПРА,Светодиодная Т8 G-13 10 ВТ L-600мм,90,10,365,
,1,2,Светильник люминесцентный ЛПО-01-2х36-012 ЭПРА,Светодиодная Т8 G-13 10 ВТ L-600мм,90,3,365,
,1,2,Светильник люминесцентный ЛПО-01-2х36-012 ЭПРА,Светодиодная Т8 G-13 10 ВТ L-600мм,90,15 мин,365,
,1,2,Светильник люминесцентный ЛПО-01-2х36-012 ЭПРА,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,4,365,Необходима замена на светодиодный светильник
